Sector: Agriculture,
Date: 29-Jul-2023,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: anjanr@wealthwisers.in,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),Year Ending,Net Sales (Rs. Cr.),Profit After Tax(Rs. Cr.),TTM Statement,TTM Ending,Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Datiware Maritime Infra Ltd.,519413,Aquaculture,4.74,1,2023-03,7.05,11.73,2022-03,2.09,-1.01,1,2023-03,0,,-3.53,-20.88,-2418.51,-9.13,"519413,"
Bansisons Tea Industries Ltd.,519353,Tea/Coffee,4.62,1,2023-03,,4.62,2022-03,0.15,0,1,2022-12,81.07,,0.74,0,0.06,0.07,"519353,"
Progrex Ventures Ltd.,531265,Solvent  Extraction,4.22,1,2023-03,,4.15,2022-03,,-0.06,1,2023-03,0,0,0.56,0,-0.82,-0.82,"531265,"
Khandelwal Extractions Ltd.,519064,Solvent  Extraction,4.16,1,2023-03,0.88,5.04,2022-03,0.01,0.3,1,2023-03,21.45,,1.85,0.58,15.57,15.93,"519064,"
NCC Blue Water Products Ltd.,519506,Aquaculture,3.61,1,2023-03,,3.61,2022-03,,0.32,1,2023-03,10.72,,0.46,0,4.34,6,"519506,"
Richirich Inventures Ltd.,519230,Solvent  Extraction,3.58,1,2023-03,0,3.48,2023-03,,0,1,2023-03,0,,2.01,0,-0.26,-0.25,"519230,"
RJ Bio-Tech Ltd.,536456,Agriculture,3.27,1,2022-03,50.64,53.9,2022-03,13.9,-4.05,1,2022-03,0,0,-0.06,-1.01,0,0,"536456,"
Pioneer Agro Extracts Ltd.,519439,Solvent  Extraction,3,1,2023-03,,3,2022-03,0.55,0,1,2023-03,42.29,,0.57,0,0.07,0.19,"519439,"
Kanel Industries Ltd.,500236,Agriculture,2.96,1,2023-03,10.61,13.57,2022-03,0.05,0.02,1,2023-03,0,0,-0.42,-1.54,0,0.5,"500236,"
SIP Industries Ltd.,523164,Floriculture,2.81,1,2023-03,0.1,2.91,2018-03,0,-0.17,1,2019-03,0,0,,0.66,-38.03,-27.9,"523164,"
Thakkers Group Ltd.,507530,Agriculture,2.61,1,2023-03,30.59,33.18,2022-03,,-0.09,1,2023-03,0,,0.06,0.04,-0.2,-0.19,"507530,"
Beeyu Overseas Ltd.,532645,Agriculture,2.55,1,2023-03,0,2.55,2022-03,0,0.01,1,2023-03,318.18,20.98,9.67,0,2.73,3.72,"532645,"
Ashoka Refineries Ltd.,526983,Solvent  Extraction,1.9,1,2023-03,0.15,2.05,2022-03,2.31,0.18,1,2023-03,21.37,0.65,0.76,0.06,8.4,7.94,"526983,"
Natura Hue Chem Ltd.,531834,Agriculture,1.65,1,2023-03,0.25,1.9,2022-03,0.06,-0.02,1,2023-03,0,,0.16,0.42,-0.18,-0.11,"531834,"
Genera Agri Corp Ltd.,541999,Agriculture,1.57,1,2021-09,11.98,13.35,2021-03,6.36,0.06,1,2021-12,131.19,3.84,0.13,1,0.51,0.8,"541999,"
