Sector: Information Technology,
Date: 29-Jul-2023,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: anjanr@wealthwisers.in,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),Year Ending,Net Sales (Rs. Cr.),Profit After Tax(Rs. Cr.),TTM Statement,TTM Ending,Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Elnet Technologies Ltd.,517477,IT - Software,105.9,1,2023-03,4.26,75.27,2022-03,22.08,12.61,1,2023-03,7.73,0.78,0.86,0.04,12.21,16.21,"517477,"
RS Software (India) Ltd.,517447,IT - Software,101.29,2,2023-06,,94.46,2023-03,30.13,-8.68,2,2023-06,0,0,3.19,0,-24.9,-23.9,"517447,"
Tridhya Tech Ltd.,TRIDHYA,IT - Software,98.28,2,2022-03,7.05,104.85,2022-03,13.72,3.43,1,2022-03,30.46,,1.66,0.48,23.57,24.3,"TRIDHYA,"
Jeevan Scientific Technology Ltd.,538837,IT - Software,95.85,2,2023-03,6.44,102.29,2022-03,67.79,11.94,2,2023-03,0,0,1.99,0.26,28.79,35.01,"538837,"
WEP Solutions Ltd.,532373,IT - Software,91.26,1,2023-03,3.37,92.91,2022-03,110.8,2.59,1,2023-03,15.62,0.72,1.58,0.1,5.67,8.61,"532373,"
Cadsys India Ltd.,CADSYS,IT - Software,87.7,2,2023-03,10.07,97.77,2022-03,67.05,-5,1,2023-03,78.03,,2.13,0.77,-10.6,-3.42,"CADSYS,"
Ahasolar Technologies Ltd.,543941,IT - Software,83.79,1,2023-03,0,83.31,2023-03,21.04,1.76,1,2023-03,47.51,,4.96,0,72.92,63.94,"543941,"
Trejhara Solutions Ltd.,TREJHARA,IT - Software,82.27,2,2023-03,18.44,99.14,2022-03,58.37,10.96,2,2023-03,0,,0.41,0.05,2.35,3.08,"TREJHARA,"
Secmark Consultancy Ltd.,543234,BPO/ITeS,81.97,2,2023-03,10.16,92.12,2022-03,14.54,2.66,1,2023-03,0,,4.49,0.05,12,15.47,"543234,"
SecUR Credentials Ltd.,SECURCRED,BPO/ITeS,81.92,2,2023-03,18.56,97.86,2022-03,51.34,2.05,1,2023-03,10.52,,1.82,0.42,4.82,9.41,"SECURCRED,"
Quicktouch Technologies Ltd.,QUICKTOUCH,IT - Software,80.92,1,2023-03,2.13,83.05,2022-03,25.45,2.21,1,2023-03,12.66,,3.62,0.14,72.75,71.48,"QUICKTOUCH,"
Suvidhaa Infoserve Ltd.,SUVIDHAA,Fintech,79.66,2,2023-03,,79.66,2022-03,38.05,-2.49,2,2023-03,0,,1.12,0,-3.27,-2.75,"SUVIDHAA,"
BLS Infotech Ltd.,531175,IT - Software,75.72,1,2023-03,,75.72,2022-03,0.08,0,1,2023-03,0,,1.86,0,0.01,0.01,"531175,"
Avance Technologies Ltd.,512149,IT - Software,75.31,1,2023-03,,75.26,2022-03,11.52,-0.62,1,2023-03,185.5,,0.2,0,-0.19,-0.19,"512149,"
Asit C Mehta Financial Services Ltd.,530723,IT - Software,71.32,2,2023-03,116.26,151.14,2022-03,34.54,0.77,2,2023-06,0,0,-7.73,18.31,5.02,9.08,"530723,"
Ram Info Ltd.,530951,IT - Software,70.6,2,2023-03,3.88,52.99,2023-03,80.98,5.83,2,2023-03,11.97,0.33,2.29,0.13,20.89,27.85,"530951,"
Keerti Knowledge And Skills Ltd.,KEERTI,IT - Education,70.3,2,2023-03,0,69.77,2023-03,8.3,1.3,2,2023-03,53.96,5.34,13.71,0,29.11,29.43,"KEERTI,"
Vertexplus Technologies Ltd.,VERTEXPLUS,IT - Software,69.04,2,2023-03,6.7,75.74,2022-03,20.86,1.87,1,2023-03,32.96,,3.01,0.41,32.22,35.01,"VERTEXPLUS,"
Athena Global Technologies Ltd.,517429,IT - Software,68.37,2,2023-03,74.24,142.61,2022-03,20.11,-8.07,2,2023-03,0,,-7.06,5.62,-120.59,3.25,"517429,"
AAA Technologies Ltd.,AAATECH,BPO/ITeS,68.07,1,2023-03,,55.23,2022-03,14.4,2,1,2023-03,23.73,,2.68,0,8.64,11.93,"AAATECH,"
HOV Services Ltd.,HOVS,BPO/ITeS,63.48,2,2023-03,0.37,54.94,2023-03,12.06,4.48,2,2023-03,13.89,1,2.81,0.02,17.07,20.82,"HOVS,"
Tera Software Ltd.,TERASOFT,IT - Software,60.78,1,2023-03,24.15,68.93,2023-03,130.8,3.47,1,2023-03,17.54,1.03,0.56,0.22,3.22,10.08,"TERASOFT,"
Reliable Data Services Ltd.,RELIABLE,IT - Software,59.55,2,2023-03,29.1,88.65,2022-03,53.39,3.75,2,2023-03,14.98,0.78,1.35,0.38,10.35,14.73,"RELIABLE,"
Quest Softech (India) Ltd.,535719,IT - Software,58.86,1,2023-03,4.28,63.1,2023-03,0.03,-0.36,1,2023-03,0,,17.67,1.28,-10.16,-5.91,"535719,"
Sylph Technologies Ltd.,511447,IT - Software,45,1,2023-03,0.73,45.73,2022-03,0.23,0.33,1,2023-03,70.64,1.51,3.21,0.12,2.54,3.14,"511447,"
Saven Technologies Ltd.,532404,IT - Software,43.41,1,2023-03,,36.51,2022-03,10.79,3.31,1,2023-03,11.64,0.87,2.44,0,21.28,27.1,"532404,"
Lee & Nee Softwares (Exports) Ltd.,517415,IT - Software,41.94,2,2023-03,0.01,40.31,2022-03,6.04,0.27,2,2023-03,203.52,9.39,0.76,0,0.49,0.65,"517415,"
Pace E-Commerce Ventures Ltd.,543637,e-Commerce,40.58,1,2023-03,3.41,43.99,2022-03,10.5,0.54,1,2023-03,65.14,,0.58,0.14,2.06,3.35,"543637,"
Mindpool Technologies Ltd.,MINDPOOL,IT - Software,39.01,2,2023-03,1.89,40.89,2022-03,48.47,0.96,1,2023-03,60.57,,3.23,0.02,5.97,4.46,"MINDPOOL,"
Cranes Software International Ltd.,512093,IT - Software,38.86,2,2022-09,797.26,836.02,2022-03,5.86,-15,1,2022-12,0,0,-0.05,-1.07,0,29.58,"512093,"
Globalspace Technologies Ltd.,540654,IT - Software,38.75,2,2023-03,21.71,60.45,2022-03,13.29,0.69,1,2023-03,74.37,,1.07,0.8,1.95,4.52,"540654,"
7Seas Entertainment Ltd.,540874,IT - Software,38.35,1,2023-03,3.97,42.33,2022-03,0.52,0.02,1,2023-03,72.09,,-48.6,-3.34,0,1.93,"540874,"
Orchasp Ltd.,532271,IT - Software,38.17,2,2023-03,,38.17,2022-03,37.29,0.06,2,2023-03,109.44,,0.36,0.2,0.06,0.7,"532271,"
Adroit Infotech Ltd.,ADROITINFO,IT - Software,36.95,2,2023-03,2.5,38.29,2022-03,6.37,0.62,2,2023-03,9.75,,2.9,0.26,9.4,9.75,"ADROITINFO,"
Atishay Ltd.,538713,IT - Software,35.99,1,2023-03,2.33,36.03,2023-03,21.46,0.65,1,2023-06,32.19,,0.98,0.06,1.79,3.57,"538713,"
PlatinumOne Business Services Ltd.,543352,BPO/ITeS,35.94,1,2023-03,0.04,35.97,2022-03,23.75,2.27,1,2023-03,15.62,,2.95,0,23.94,28.71,"543352,"
ACE Integrated Solutions Ltd.,ACEINTEG,BPO/ITeS,35.6,1,2023-03,0.25,33.06,2022-03,8.74,0.99,1,2023-03,75.74,,1.96,0.11,5.68,8.05,"ACEINTEG,"
Mudunuru Ltd.,538743,IT - Software,35.03,1,2022-09,3.23,38.25,2022-03,1.02,-2.06,1,2023-03,0,,-50.73,-8.76,-249.01,-75.72,"538743,"
B2B Software Technologies Ltd.,531268,IT - Software,32.61,2,2023-03,,29.04,2022-03,19.91,2.67,2,2023-03,13.71,0.94,1.8,0,18.72,25.01,"531268,"
Accedere Ltd.,531533,IT - Software,32.33,2,2023-03,0.25,32.58,2022-03,0.85,-0.05,2,2023-03,0,,7.08,0,-1.26,-1.26,"531533,"
Starcom Information Technology Ltd.,531616,IT - Software,32.31,1,2023-03,20.23,52.5,2022-03,3.53,-5.32,1,2023-03,0,,-2.9,-3.13,0,-28.39,"531616,"
Megri Soft Ltd.,539012,IT - Software,31.31,2,2023-03,,29.41,2022-03,2.56,0.55,2,2023-03,61.47,7.53,1.5,0,2.68,3.55,"539012,"
Rolta India Ltd.,ROLTA,IT - Software,30.19,2,2022-03,9730.34,9749.39,2022-03,29.01,-712.57,1,2022-03,0,,-0.01,-1.23,0,4.18,"ROLTA,"
Response Informatics Ltd.,538273,IT - Software,30.09,1,2023-03,1.01,31.1,2022-03,7.02,0.37,1,2023-06,53.55,2.53,5.5,0.22,22.68,21.52,"538273,"
Quadpro ITeS Ltd.,QUADPRO,BPO/ITeS,29.32,1,2023-03,,27.22,2022-03,9.68,0.97,1,2023-03,36.88,,1.3,0,9.46,13.5,"QUADPRO,"
Jetking Infotrain Ltd.,517063,IT - Education,28.74,2,2023-03,,18.07,2022-03,12.63,1.74,2,2023-03,0,,0.72,0,4.52,4.29,"517063,"
Educomp Solutions Ltd.,EDUCOMP,IT - Education,26.94,1,2021-03,2556.49,2560.17,2021-03,0.97,-50.6,1,2021-03,0,0,,-0.88,0,0,"EDUCOMP,"
ERP Soft Systems Ltd.,530909,IT - Software,26.14,2,2023-03,1.92,28.05,2022-03,13.72,0.2,2,2023-03,83.77,,1.52,0.11,1.23,1.49,"530909,"
Popular Estate Management Ltd.,531870,IT - Software,26.01,1,2023-03,7.6,33.61,2022-03,,-0.98,1,2023-03,0,,0.6,0.17,-2.2,-1.32,"531870,"
Acceleratebs India Ltd.,543938,IT - Software,25.95,1,,,25.95,-0,,,1,-0,,,,,,,"543938,"
Naapbooks Ltd.,543351,IT - Software,25.86,1,2023-03,0.8,26.66,2022-03,2.8,0.23,1,2023-03,41.3,,2.62,0.05,5.62,9.82,"543351,"
LEX Nimble Solutions Ltd.,541196,IT - Software,25.56,1,2023-03,,25.56,2022-03,4.54,0.56,1,2023-03,31.44,0.6,1.87,0,4.19,5.59,"541196,"
Sancode Technologies Ltd.,543897,IT - Software,25.43,2,2023-03,0,25.43,2022-03,2.44,0.75,1,2023-03,40.11,,2.87,0.07,29.56,33.85,"543897,"
Sofcom Systems Ltd.,538923,IT - Software,24.93,2,2023-03,,24.93,2022-03,0,-0.25,1,2023-03,11.91,,5.3,5.22,0,-3.32,"538923,"
LCC Infotech Ltd.,532019,IT - Education,24.69,2,2023-03,3.15,27.84,2022-03,1.16,-0.74,2,2023-03,0,,0.48,0.05,-1.3,-1.17,"532019,"
Vama Industries Ltd.,512175,IT - Software,24.12,2,2023-03,6.31,30.43,2022-03,16.34,0.05,2,2023-03,0,,1.18,0.34,0.24,6.13,"512175,"
COSYN Ltd.,538922,IT - Software,24,2,2023-03,0.28,18.91,2022-03,13.45,-0.16,2,2023-03,97.56,,0.88,0.02,-0.58,0.2,"538922,"
Infronics Systems Ltd.,537985,IT - Software,23.98,1,2023-03,,20.24,2022-03,6.78,0.05,1,2023-03,46.2,2.85,-80.97,0,0,0,"537985,"
Vivo Collaboration Solutions Ltd.,VIVO,IT - Software,22.69,1,2023-03,,22.69,2022-03,12.83,4.68,1,2023-03,65.2,,1.63,0,50.43,68.03,"VIVO,"
California Software Company Ltd.,CALSOFT,IT - Software,22.03,1,2023-03,6.37,28.34,2022-03,10.86,4.55,2,2023-03,99.67,4.69,2.05,0.34,38.64,40.74,"CALSOFT,"
Olatech Solutions Ltd.,543578,IT - Software,21.76,1,2023-03,0.33,22.09,2022-03,2.53,0.35,1,2023-03,18.33,,4.98,0,23.85,32.13,"543578,"
Jupiter Infomedia Ltd.,534623,BPO/ITeS,21.57,2,2023-03,0,19.86,2023-03,5.39,5.24,2,2023-03,6.36,0.09,1.24,0,33.33,40.01,"534623,"
Netlink Solutions (India) Ltd.,509040,IT - Software,20.04,1,2023-03,,18.44,2022-03,0.49,1.48,1,2023-03,4.2,,1.27,0,14.38,16.76,"509040,"
Informed Technologies India Ltd.,504810,BPO/ITeS,19.43,2,2023-03,0.25,19.54,2022-03,2.64,1.51,2,2023-03,0,0,1.23,0.01,10.02,13.18,"504810,"
ObjectOne Information Systems Ltd.,535657,IT - Software,18.19,2,2023-03,0.91,19.09,2022-03,37.08,1.33,2,2023-03,9.23,0.26,1.05,0.31,9.03,11.04,"535657,"
USG Tech Solutions Ltd.,532402,IT - Software,16.16,2,2023-03,4.43,20.32,2022-03,,-0.7,2,2023-03,0,,0.43,0.11,-1.85,-1.43,"532402,"
Citizen Infoline Ltd.,538786,IT - Software,15.3,1,2023-03,,15.3,2022-03,0.59,-0.06,1,2023-03,0,,3.37,0,-1.38,-1.38,"538786,"
Telesys Info-Infra (India) Ltd.,532315,IT - Software,14.74,1,2023-03,,14.74,2022-03,63.35,0.67,1,2023-03,68.86,3.44,0.38,1.09,3.68,2.41,"532315,"
Kandarp Digi Smart BPO Ltd.,KANDARP,BPO/ITeS,14.63,1,2023-03,2.64,17.26,2022-03,12.8,0.94,1,2023-03,14.31,,0.92,0.38,12.65,14.35,"KANDARP,"
Octaware Technologies Ltd.,540416,IT - Software,14.43,2,2023-03,,14.43,2022-03,16.86,0.59,1,2023-03,0,,1.43,0,3.77,4.2,"540416,"
Bodhtree Consulting Ltd.,539122,IT - Software,13.97,2,2022-09,13.08,23.82,2022-03,104.19,0.67,1,2022-12,12.34,,0.21,0.26,0.99,1.81,"539122,"
Continental Chemicals Ltd.,506935,IT - Software,13.72,1,2023-03,0.15,11.43,2022-03,0.48,0.06,1,2023-03,54.88,5.89,3.37,0.04,1.59,2.71,"506935,"
Ekennis Software Service Ltd.,543475,IT - Software,12.04,1,2023-03,0.14,12.18,2022-03,4.67,1.09,1,2023-03,15.36,,2.4,0.04,39.14,41.73,"543475,"
IKF Technologies Ltd.,532414,IT - Software,11.63,1,2019-09,,11.63,2019-03,14.17,-0.03,1,2019-12,0,,0.09,0.04,-0.02,0.97,"532414,"
Integra Telecommunication And Software Ltd.,536868,IT - Software,11.39,1,2023-03,0.61,12.01,2022-03,0.93,0.69,1,2023-03,46.7,0.96,1.06,0.05,6.76,7.6,"536868,"
Virgo Global Ltd.,532354,IT - Software,11.29,1,2023-03,2.72,14.01,2022-03,15.52,0.09,1,2023-03,51.33,0.76,19.83,1.72,29.13,21.53,"532354,"
Niks Technology Ltd.,543282,IT - Software,9.99,1,2023-03,,9.99,2022-03,0.72,0,1,2023-03,38.71,,10.02,0,0.15,1.76,"543282,"
Parle Industries Ltd.,532911,IT - Software,9.86,1,2023-03,,9.86,2022-03,,0.02,1,2023-03,246.4,,0.48,0,0.1,0.46,"532911,"
Kashyap Tele-Medicines Ltd.,531960,IT - Software,9.78,1,2023-03,0,9.69,2023-03,0.2,0,1,2023-03,0,,14.6,0,0.46,0.64,"531960,"
Ace Software Exports Ltd.,531525,IT - Software,9.77,2,2023-03,0,9.77,2022-03,9.78,-0.81,2,2023-03,67.39,,0.49,0.09,-4.12,-3.33,"531525,"
Ajel Ltd.,530713,IT - Software,9.49,2,2023-03,6.04,15.24,2023-03,8.14,0.81,2,2023-03,11.72,0.89,0.64,0.41,5.65,4.17,"530713,"
VCU Data Management Ltd.,536672,IT - Software,9.25,1,2023-03,0,9.25,2022-03,,2.38,1,2023-03,21.13,0.39,0.31,0.01,8.41,11.2,"536672,"
Tranway Technologies Ltd.,542923,IT - Software,9.01,2,2023-03,4.95,13.96,2022-03,9.93,1.02,1,2023-03,38.01,,0.74,0.32,6.27,7.15,"542923,"
Usha Martin Education & Solutions Ltd.,UMESLTD,IT - Software,8.72,2,2023-03,2.57,11.24,2022-03,0.78,0.06,2,2023-03,138.37,9.04,0.62,0.19,0.43,1.35,"UMESLTD,"
United Interactive Ltd.,502893,BPO/ITeS,8.68,2,2023-03,,-3.4,2022-03,0.9,1.24,2,2023-03,0,,0.28,0,4.39,4.68,"502893,"
Omni AxS Software Ltd.,532340,IT - Software,8.64,1,2023-03,,8.64,2022-03,,-0.17,1,2023-03,0,,0.74,0,-1.42,-1.42,"532340,"
Computer Point Ltd.,507833,IT - Education,7.71,1,2023-03,,5.59,2022-03,0.03,0.01,1,2023-03,0,,0.23,0,0.02,0.02,"507833,"
Triton Corp Ltd.,523387,BPO/ITeS,7.6,2,2023-03,1.54,9.13,2022-03,,-2.5,2,2023-03,0,0,11.55,1.84,-118.97,-68.16,"523387,"
Unisys Softwares & Holding Industries Ltd.,531831,IT - Software,7.45,1,2023-03,13.61,21,2022-03,0.15,-1.81,1,2021-09,0,,0.25,0.5,-6.49,-4.37,"531831,"
Jointeca Education Solutions Ltd.,534659,IT - Software,7.44,1,2023-03,1.05,8.49,2022-03,0.05,-1.14,1,2023-03,0,,0.85,0.11,-12.29,-10.99,"534659,"
Southern Infosys Ltd.,540174,IT - Software,7.16,2,2023-03,,6.91,2022-03,14.88,0.06,2,2023-03,87.36,,1.32,0,1.21,1.93,"540174,"
Jonjua Overseas Ltd.,542446,IT - Software,6.82,1,2023-03,0.02,5.16,2022-03,3.14,1.05,1,2023-03,5.8,0.05,0.53,0,10.66,9.91,"542446,"
Info-Drive Software Ltd.,530703,IT - Software,6.55,1,2016-03,43.66,49.88,2016-03,21.46,0.47,1,2017-12,0,,0.05,0.35,0.39,0.13,"530703,"
Otco International Ltd.,523151,IT - Software,6.5,1,2023-03,4.39,10.69,2023-03,1.27,0.08,1,2023-03,77.35,,2.53,1.71,3.31,1.86,"523151,"
TeleCanor Global Ltd.,530595,BPO/ITeS,6.45,1,2023-03,,6.45,2022-03,,-0.78,1,2023-03,0,0,0.33,0,-7.47,-7.47,"530595,"
Fone4 Communications (India) Ltd.,543521,e-Commerce,5.97,1,2023-03,2.08,8.04,2022-03,50.18,0.77,1,2023-03,0,,0.38,0.19,18.97,16.51,"543521,"
Omega Interactive Technologies Ltd.,511644,IT - Software,5.85,1,2023-03,,5.85,2022-03,0.17,0.01,1,2023-03,102.63,,6.76,0,1.17,1.59,"511644,"
Senthil Infotek Ltd.,531980,IT - Software,5.85,1,2023-03,,5.85,2022-03,0.11,0.01,1,2023-03,0,0,1.22,0,0.14,0.19,"531980,"
Nihar Info Global Ltd.,531083,IT - Software,5.72,1,2023-03,1.47,7.08,2023-03,5.3,0.09,1,2023-03,65.38,,0.43,0.11,0.72,2.14,"531083,"
Aris International Ltd.,531677,IT - Software,5.57,1,2023-03,0.07,5.64,2022-03,0.19,-0.09,1,2023-03,0,0,12.24,-1.48,0,-66.59,"531677,"
Hiliks Technologies Ltd.,539697,IT - Software,5.38,1,2023-03,,5.3,2022-03,10.35,0.03,1,2023-03,47.23,,0.92,0.01,0.55,2.11,"539697,"
Wherrelz IT Solutions Ltd.,543436,IT - Software,5.22,2,2022-03,0,3.93,2022-03,0.29,-0.54,1,2023-03,0,,3.81,0,-74.98,-74.63,"543436,"
Capricorn Systems Global Solutions Ltd.,512169,IT - Software,4.94,1,2023-03,,4.42,2022-03,1.32,0.05,1,2023-03,91.39,,1.3,0,1.33,2.08,"512169,"
Interactive Financial Services Ltd.,539692,IT - Software,4.58,1,2023-03,0,3.65,2022-03,0.45,1,1,2023-03,3.82,0.03,0.53,0,15.71,18.95,"539692,"
Archana Software Ltd.,530565,IT - Software,4.57,1,2023-03,,4.57,2022-03,0,-0.14,1,2023-03,0,,2.04,0,-5.91,-5.87,"530565,"
First Fintec Ltd.,532379,IT - Software,4.5,1,2023-03,0.68,5.18,2022-03,0.63,-3.38,1,2023-03,0,,0.42,0.04,-23.85,-25.04,"532379,"
Space Incubatrics Technologies Ltd.,541890,IT - Software,4.43,2,2023-03,0.11,4.29,2022-03,0.5,0.09,2,2023-03,0,,0.15,0.01,0.26,0.39,"541890,"
Hypersoft Technologies Ltd.,539724,IT - Software,4.42,1,2023-03,0.14,3.35,2022-03,0.95,0.01,1,2023-03,0,0,2.12,0,0.45,2.49,"539724,"
Mahaveer Infoway Ltd.,539383,IT - Software,3.83,2,2023-03,1.36,4.67,2022-03,3.04,0.21,2,2023-03,0,0,0.74,0.42,4.5,5.58,"539383,"
Bharatiya Global Infomedia Ltd.,BGLOBAL,IT - Software,3.8,2,2023-03,4.05,6.92,2022-03,3.59,-0.69,2,2023-03,0,,0.04,0.05,-0.77,-0.52,"BGLOBAL,"
I Power Solutions India Ltd.,512405,IT - Software,3.77,1,2023-03,0.1,3.87,2022-03,0.25,0.01,1,2023-03,0,0,0.89,0,0.32,0.34,"512405,"
Netripples Software Ltd.,542117,IT - Software,3.76,1,2022-03,0,3.75,2022-03,9.29,0,1,2022-03,0,,0.38,0,0.02,0.04,"542117,"
Virtualsoft Systems Ltd.,531126,IT - Software,3.75,2,2023-03,43.46,46.64,2022-03,3.08,-2.78,2,2023-03,0,0,-0.16,-2.06,0,-13.15,"531126,"
Mipco Seamless Rings (Gujarat) Ltd.,505797,IT - Software,3.7,1,2023-03,0.84,4.54,2022-03,,-0.1,1,2023-03,0,0,-1.29,-1,0,-497.03,"505797,"
PFL Infotech Ltd.,531769,IT - Software,3.36,1,2023-03,0.04,3.4,2022-03,,-0.81,1,2023-03,0,,0.55,0.01,-12.38,-12.26,"531769,"
Svam Softwares Ltd.,523722,IT - Software,3.06,1,2023-03,,3.06,2022-03,0.01,0,1,2023-03,0,,0.16,0,0.01,0.13,"523722,"
Melstar Information Technologies Ltd.,MELSTAR,IT - Software,2.99,1,2020-09,2.97,5.96,2020-03,11.13,-4.65,1,2020-12,0,,,-0.79,0,-316.65,"MELSTAR,"
Sankhya Infotech Ltd.,532972,IT - Software,2.69,1,2022-03,30.06,32.75,2021-03,0,-7.51,1,2022-03,0,,0.34,0.92,-20.56,-11.91,"532972,"
Quintegra Solutions Ltd.,QUINTEGRA,IT - Software,2.55,1,2023-03,12.77,15.31,2023-03,,-0.11,1,2023-03,0,0,-0.2,-0.99,0,0,"QUINTEGRA,"
Adjia Technologies Ltd.,543269,IT - Software,2.33,1,2023-03,0.05,2.39,2022-03,0.09,-0.17,1,2023-03,0,,1.09,0.02,-7.2,-6.96,"543269,"
Hit Kit Global Solutions Ltd.,532359,IT - Software,2.29,1,2023-03,0.06,2.35,2022-03,0.29,-0.09,1,2023-03,573.5,,0.24,0.02,-0.97,-1.29,"532359,"
BITS Ltd.,526709,IT - Education,2.24,2,2023-03,,2.24,2022-03,0.74,0.23,2,2021-09,23.31,,,0,1.3,1.3,"526709,"
Twinstar Industries Ltd.,531917,IT - Software,2.23,1,2021-09,15.79,17.85,2021-03,,-3.38,1,2021-12,0,,,0.8,-15.73,-8.95,"531917,"
T Spiritual World Ltd.,532444,IT - Software,2.18,1,2023-03,,2.18,2022-03,,-1.18,1,2023-06,0,0,1.33,0,-47.26,-47.26,"532444,"
CES Ltd.,512341,BPO/ITeS,1.6,2,2023-03,13.59,15.19,2022-03,393.45,35.58,2,2022-06,0.05,0,0.01,0.05,26.13,33.3,"512341,"
IDream Film Infrastructure Company Ltd.,504375,IT - Software,1.54,2,2023-03,3.77,5.3,2022-03,,-0.38,2,2023-03,0,,-0.37,-0.92,0,0,"504375,"
Pagaria Energy Ltd.,531396,IT - Software,1.54,1,2023-03,,1.54,2022-03,,-0.03,1,2023-03,44.12,,0.25,0.03,-0.55,-0.57,"531396,"
Fourth Generation Information Systems Ltd.,532403,IT - Software,1.34,1,2023-03,0.38,1.72,2022-03,,-0.07,1,2023-03,0,,-3.33,-1.09,0,-322.06,"532403,"
Sindu Valley Technologies Ltd.,505504,IT - Software,1.32,1,2023-03,,1.32,2022-03,,-0.2,1,2023-03,0,,-3.6,0,0,0,"505504,"
KKRRAFTON Developers Ltd.,521238,IT - Software,0.88,1,2023-03,4.03,4.92,2022-03,0.04,0,1,2023-03,437.89,,1.73,7.96,0.39,0.06,"521238,"
Baron Infotech Ltd.,532336,IT - Software,0.73,1,2023-03,1.1,1.83,2022-03,0.12,-0.31,1,2023-03,0,,-3.41,0,-24.57,-24.57,"532336,"
NCC Finance Ltd.,531452,IT - Software,0.63,1,2019-09,,0.63,2019-03,0,-0.05,1,2019-09,0,,-7.69,0,0,0,"531452,"
Datasoft Application Software (India) Ltd.,526443,IT - Software,0.61,1,2023-03,0.25,0.85,2022-03,,-0.15,1,2023-03,0,,7.46,0.52,-22.28,-17.63,"526443,"
G-Tech Info Training Ltd.,532139,IT - Software,0.47,1,2023-03,,0.47,2022-03,0.07,-0.04,1,2023-03,78.17,,4.53,0,-31.43,-31.43,"532139,"
Covidh Technologies Ltd.,534920,IT - Software,0.05,1,2023-03,0.13,0.17,2022-03,,-0.11,1,2023-03,0,,-0.38,0,0,-11.08,"534920,"
